review_id,product_id,date,rating,text
rev_PROD-ALPHA-100_035,PROD-ALPHA-100,2025-02-25 22:00:00,1.0,Poor value proposition compared to competing devices. The shutter lag makes it impossible to capture moving kids or pets.
rev_PROD-ALPHA-100_036,PROD-ALPHA-100,2025-02-27 20:00:00,1.0,Unbelievable value for money at this price point. The phone overheats during basic navigation and gaming drops fps. The camera captures crisp details and punchy natural colors.
rev_PROD-ALPHA-100_037,PROD-ALPHA-100,2025-02-28 23:00:00,4.0,Bezels are razor-thin with beautiful HDR contrast. Portrait lens creates a gorgeous creamy bokeh effect.
rev_PROD-ALPHA-100_038,PROD-ALPHA-100,2025-03-01 12:00:00,4.0,"Portrait lens creates a gorgeous creamy bokeh effect. Charging is blazing fast with 65W, 0 to 80% in 25 minutes."
rev_PROD-ALPHA-100_039,PROD-ALPHA-100,2025-03-01 20:00:00,3.0,"Display has an annoying green tint at low brightness levels. Charging is blazing fast with 65W, 0 to 80% in 25 minutes. Night mode is magical, crisp photos even in dim lighting."
rev_PROD-ALPHA-100_040,PROD-ALPHA-100,2025-03-02 11:00:00,2.0,The camera captures crisp details and punchy natural colors. Cheap plastic feel does not justify this premium cost.
rev_PROD-ALPHA-100_041,PROD-ALPHA-100,2025-03-04 11:00:00,2.0,The 120Hz AMOLED display is silky smooth and vibrant. Camera photos look washed out and blurry in low light.
rev_PROD-ALPHA-100_042,PROD-ALPHA-100,2025-03-05 07:00:00,1.0,Noticeable lag when switching apps and intense thermal throttling. Washed out colors and poor viewing angles.
rev_PROD-ALPHA-100_043,PROD-ALPHA-100,2025-03-06 14:00:00,1.0,Washed out colors and poor viewing angles. Severe battery draining issue after the latest firmware patch. Camera photos look washed out and blurry in low light.
rev_PROD-ALPHA-100_044,PROD-ALPHA-100,2025-03-07 12:00:00,2.0,Poor value proposition compared to competing devices. Washed out colors and poor viewing angles.
rev_PROD-ALPHA-100_045,PROD-ALPHA-100,2025-03-08 21:00:00,3.0,"Terrible stuttering in the UI, feels slow and unoptimized. Video recording stutters and the autofocus hunts constantly."
rev_PROD-ALPHA-100_046,PROD-ALPHA-100,2025-03-10 21:00:00,2.0,"Washed out colors and poor viewing angles. Fluid UI animations, the chipset stays completely cool."
rev_PROD-ALPHA-100_047,PROD-ALPHA-100,2025-03-12 21:00:00,3.0,"Outdoor brightness is incredible, easily readable in direct sunlight. Cheap plastic feel does not justify this premium cost."
rev_PROD-ALPHA-100_048,PROD-ALPHA-100,2025-03-13 11:00:00,5.0,Performance is blazing fast with zero lag during heavy gaming. Affordable budget device with flagship-grade features.
rev_PROD-ALPHA-100_049,PROD-ALPHA-100,2025-03-15 04:00:00,2.0,Washed out colors and poor viewing angles. Affordable budget device with flagship-grade features.
rev_PROD-ALPHA-100_050,PROD-ALPHA-100,2025-03-16 14:00:00,1.0,"Camera photos look washed out and blurry in low light. Terrible stuttering in the UI, feels slow and unoptimized. Outdoor brightness is incredible, easily readable in direct sunlight."
rev_PROD-ALPHA-100_051,PROD-ALPHA-100,2025-03-17 11:00:00,2.0,"Camera photos look washed out and blurry in low light. Worth every single penny spent on this purchase. The battery life is stellar, easily lasting two full days on a single charge."
rev_PROD-ALPHA-100_052,PROD-ALPHA-100,2025-03-18 19:00:00,1.0,Noticeable lag when switching apps and intense thermal throttling. Unbelievable value for money at this price point.
rev_PROD-ALPHA-100_053,PROD-ALPHA-100,2025-03-20 04:00:00,2.0,Camera photos look washed out and blurry in low light. Performance is blazing fast with zero lag during heavy gaming.
rev_PROD-ALPHA-100_054,PROD-ALPHA-100,2025-03-20 18:00:00,5.0,"Worth every single penny spent on this purchase. Outdoor brightness is incredible, easily readable in direct sunlight. Portrait lens creates a gorgeous creamy bokeh effect."
rev_PROD-ALPHA-100_055,PROD-ALPHA-100,2025-03-21 10:00:00,2.0,"Snappy multitasking, apps stay open in RAM with no stutters. Bezels are razor-thin with beautiful HDR contrast. Battery drain is horrific, it loses 20% in an hour on standby."
rev_PROD-ALPHA-100_056,PROD-ALPHA-100,2025-03-22 20:00:00,1.0,Screen scratches way too easily and refresh rate drops to 60Hz randomly. The camera captures crisp details and punchy natural colors.
rev_PROD-ALPHA-100_057,PROD-ALPHA-100,2025-03-23 11:00:00,3.0,Performance is blazing fast with zero lag during heavy gaming. The shutter lag makes it impossible to capture moving kids or pets.
rev_PROD-ALPHA-100_058,PROD-ALPHA-100,2025-03-24 22:00:00,2.0,"Severe battery draining issue after the latest firmware patch. The camera captures crisp details and punchy natural colors. Fluid UI animations, the chipset stays completely cool."
rev_PROD-ALPHA-100_059,PROD-ALPHA-100,2025-03-26 10:00:00,3.0,"Outdoor brightness is incredible, easily readable in direct sunlight. Poor value proposition compared to competing devices."
rev_PROD-ALPHA-100_060,PROD-ALPHA-100,2025-03-28 06:00:00,3.0,The phone overheats during basic navigation and gaming drops fps. The shutter lag makes it impossible to capture moving kids or pets.
rev_PROD-BETA-200_001,PROD-BETA-200,2025-01-16 07:00:00,5.0,"Terrible stuttering in the UI, feels slow and unoptimized. Night mode is magical, crisp photos even in dim lighting."
rev_PROD-BETA-200_002,PROD-BETA-200,2025-01-18 02:00:00,5.0,"Charging is blazing fast with 65W, 0 to 80% in 25 minutes. Snappy multitasking, apps stay open in RAM with no stutters."
rev_PROD-BETA-200_003,PROD-BETA-200,2025-01-19 08:00:00,5.0,"Night mode is magical, crisp photos even in dim lighting. Snappy multitasking, apps stay open in RAM with no stutters. Unbelievable value for money at this price point."
rev_PROD-BETA-200_004,PROD-BETA-200,2025-01-20 20:00:00,5.0,"Cheap plastic feel does not justify this premium cost. The battery life is stellar, easily lasting two full days on a single charge."
rev_PROD-BETA-200_005,PROD-BETA-200,2025-01-22 19:00:00,5.0,"The battery life is stellar, easily lasting two full days on a single charge. The camera captures crisp details and punchy natural colors."
rev_PROD-BETA-200_006,PROD-BETA-200,2025-01-23 09:00:00,5.0,"Charging is blazing fast with 65W, 0 to 80% in 25 minutes. Portrait lens creates a gorgeous creamy bokeh effect. Terrible stuttering in the UI, feels slow and unoptimized."
rev_PROD-BETA-200_007,PROD-BETA-200,2025-01-23 22:00:00,5.0,"Outdoor brightness is incredible, easily readable in direct sunlight. Charging is blazing fast with 65W, 0 to 80% in 25 minutes."
rev_PROD-BETA-200_008,PROD-BETA-200,2025-01-25 05:00:00,5.0,"Charging is blazing fast with 65W, 0 to 80% in 25 minutes. Video recording stutters and the autofocus hunts constantly."
rev_PROD-BETA-200_009,PROD-BETA-200,2025-01-25 18:00:00,5.0,"The 120Hz AMOLED display is silky smooth and vibrant. Snappy multitasking, apps stay open in RAM with no stutters."
rev_PROD-BETA-200_010,PROD-BETA-200,2025-01-26 00:00:00,4.0,"Terrible stuttering in the UI, feels slow and unoptimized. The charger gets alarmingly warm and the phone dies by afternoon. Night mode is magical, crisp photos even in dim lighting."
rev_PROD-BETA-200_011,PROD-BETA-200,2025-01-26 17:00:00,5.0,"Worth every single penny spent on this purchase. Snappy multitasking, apps stay open in RAM with no stutters. Camera photos look washed out and blurry in low light."
rev_PROD-BETA-200_012,PROD-BETA-200,2025-01-27 16:00:00,5.0,"Night mode is magical, crisp photos even in dim lighting. Snappy multitasking, apps stay open in RAM with no stutters. Display has an annoying green tint at low brightness levels."
rev_PROD-BETA-200_013,PROD-BETA-200,2025-01-29 05:00:00,5.0,Bezels are razor-thin with beautiful HDR contrast. Affordable budget device with flagship-grade features.
rev_PROD-BETA-200_014,PROD-BETA-200,2025-01-30 22:00:00,5.0,Worth every single penny spent on this purchase. Portrait lens creates a gorgeous creamy bokeh effect.
rev_PROD-BETA-200_015,PROD-BETA-200,2025-01-31 19:00:00,5.0,"Performance is blazing fast with zero lag during heavy gaming. Unbelievable value for money at this price point. Excellent battery backup, 8 hours of screen-on-time easily."
rev_PROD-BETA-200_016,PROD-BETA-200,2025-02-02 00:00:00,5.0,"Poor value proposition compared to competing devices. Bezels are razor-thin with beautiful HDR contrast. Night mode is magical, crisp photos even in dim lighting."
rev_PROD-BETA-200_017,PROD-BETA-200,2025-02-02 22:00:00,5.0,"Excellent battery backup, 8 hours of screen-on-time easily. Portrait lens creates a gorgeous creamy bokeh effect."
rev_PROD-BETA-200_018,PROD-BETA-200,2025-02-03 15:00:00,5.0,"Portrait lens creates a gorgeous creamy bokeh effect. Terrible stuttering in the UI, feels slow and unoptimized."
rev_PROD-BETA-200_019,PROD-BETA-200,2025-02-05 11:00:00,5.0,"The battery life is stellar, easily lasting two full days on a single charge. Portrait lens creates a gorgeous creamy bokeh effect. Snappy multitasking, apps stay open in RAM with no stutters."
rev_PROD-BETA-200_020,PROD-BETA-200,2025-02-05 19:00:00,5.0,"Unbelievable value for money at this price point. Outdoor brightness is incredible, easily readable in direct sunlight."
rev_PROD-BETA-200_021,PROD-BETA-200,2025-02-06 07:00:00,2.0,Cheap plastic feel does not justify this premium cost. Display has an annoying green tint at low brightness levels.
rev_PROD-BETA-200_022,PROD-BETA-200,2025-02-07 19:00:00,1.0,Severe battery draining issue after the latest firmware patch. Performance is blazing fast with zero lag during heavy gaming.
rev_PROD-BETA-200_023,PROD-BETA-200,2025-02-08 10:00:00,2.0,"Charging is blazing fast with 65W, 0 to 80% in 25 minutes. Portrait lens creates a gorgeous creamy bokeh effect. Poor value proposition compared to competing devices."
rev_PROD-BETA-200_024,PROD-BETA-200,2025-02-09 20:00:00,3.0,"The 120Hz AMOLED display is silky smooth and vibrant. Fluid UI animations, the chipset stays completely cool. Camera photos look washed out and blurry in low light."
rev_PROD-BETA-200_025,PROD-BETA-200,2025-02-10 15:00:00,2.0,"Battery drain is horrific, it loses 20% in an hour on standby. The shutter lag makes it impossible to capture moving kids or pets. Poor value proposition compared to competing devices."
rev_PROD-BETA-200_026,PROD-BETA-200,2025-02-11 15:00:00,4.0,Portrait lens creates a gorgeous creamy bokeh effect. The 120Hz AMOLED display is silky smooth and vibrant.
rev_PROD-BETA-200_027,PROD-BETA-200,2025-02-12 13:00:00,1.0,"Terrible stuttering in the UI, feels slow and unoptimized. The charger gets alarmingly warm and the phone dies by afternoon."
rev_PROD-BETA-200_028,PROD-BETA-200,2025-02-12 23:00:00,4.0,"Portrait lens creates a gorgeous creamy bokeh effect. Outdoor brightness is incredible, easily readable in direct sunlight."
rev_PROD-BETA-200_029,PROD-BETA-200,2025-02-14 10:00:00,2.0,The phone overheats during basic navigation and gaming drops fps. Display has an annoying green tint at low brightness levels. Worth every single penny spent on this purchase.
rev_PROD-BETA-200_030,PROD-BETA-200,2025-02-16 06:00:00,5.0,"Excellent battery backup, 8 hours of screen-on-time easily. Unbelievable value for money at this price point. Fluid UI animations, the chipset stays completely cool."
rev_PROD-BETA-200_031,PROD-BETA-200,2025-02-18 00:00:00,3.0,The shutter lag makes it impossible to capture moving kids or pets. Performance is blazing fast with zero lag during heavy gaming.
rev_PROD-BETA-200_032,PROD-BETA-200,2025-02-19 09:00:00,2.0,The charger gets alarmingly warm and the phone dies by afternoon. Performance is blazing fast with zero lag during heavy gaming. Video recording stutters and the autofocus hunts constantly.
rev_PROD-BETA-200_033,PROD-BETA-200,2025-02-20 09:00:00,3.0,Cheap plastic feel does not justify this premium cost. The charger gets alarmingly warm and the phone dies by afternoon. The camera captures crisp details and punchy natural colors.
rev_PROD-BETA-200_034,PROD-BETA-200,2025-02-22 01:00:00,1.0,"Terrible stuttering in the UI, feels slow and unoptimized. Excellent battery backup, 8 hours of screen-on-time easily. Massively overpriced for what it offers."
rev_PROD-BETA-200_035,PROD-BETA-200,2025-02-23 00:00:00,3.0,"Outdoor brightness is incredible, easily readable in direct sunlight. Terrible stuttering in the UI, feels slow and unoptimized."
rev_PROD-BETA-200_036,PROD-BETA-200,2025-02-23 21:00:00,2.0,"The 120Hz AMOLED display is silky smooth and vibrant. Battery drain is horrific, it loses 20% in an hour on standby."
rev_PROD-BETA-200_037,PROD-BETA-200,2025-02-24 10:00:00,2.0,The phone overheats during basic navigation and gaming drops fps. Screen scratches way too easily and refresh rate drops to 60Hz randomly.
rev_PROD-BETA-200_038,PROD-BETA-200,2025-02-25 07:00:00,2.0,"Poor value proposition compared to competing devices. Camera photos look washed out and blurry in low light. Snappy multitasking, apps stay open in RAM with no stutters."
rev_PROD-BETA-200_039,PROD-BETA-200,2025-02-26 10:00:00,2.0,Severe battery draining issue after the latest firmware patch. Bezels are razor-thin with beautiful HDR contrast. Noticeable lag when switching apps and intense thermal throttling.
rev_PROD-BETA-200_040,PROD-BETA-200,2025-02-28 02:00:00,1.0,"Outdoor brightness is incredible, easily readable in direct sunlight. Cheap plastic feel does not justify this premium cost. Fluid UI animations, the chipset stays completely cool."
rev_PROD-BETA-200_041,PROD-BETA-200,2025-03-01 20:00:00,3.0,"The shutter lag makes it impossible to capture moving kids or pets. Snappy multitasking, apps stay open in RAM with no stutters. Severe battery draining issue after the latest firmware patch."
rev_PROD-BETA-200_042,PROD-BETA-200,2025-03-02 11:00:00,1.0,"Charging is blazing fast with 65W, 0 to 80% in 25 minutes. Night mode is magical, crisp photos even in dim lighting. Screen scratches way too easily and refresh rate drops to 60Hz randomly."
rev_PROD-BETA-200_043,PROD-BETA-200,2025-03-03 02:00:00,2.0,"Night mode is magical, crisp photos even in dim lighting. Severe battery draining issue after the latest firmware patch. Massively overpriced for what it offers."
rev_PROD-BETA-200_044,PROD-BETA-200,2025-03-04 18:00:00,3.0,"Display has an annoying green tint at low brightness levels. Terrible stuttering in the UI, feels slow and unoptimized. Unbelievable value for money at this price point."
rev_PROD-BETA-200_045,PROD-BETA-200,2025-03-05 05:00:00,2.0,The charger gets alarmingly warm and the phone dies by afternoon. Unbelievable value for money at this price point. Camera photos look washed out and blurry in low light.
rev_PROD-BETA-200_046,PROD-BETA-200,2025-03-06 09:00:00,3.0,"Terrible stuttering in the UI, feels slow and unoptimized. The camera captures crisp details and punchy natural colors. Battery drain is horrific, it loses 20% in an hour on standby."
rev_PROD-BETA-200_047,PROD-BETA-200,2025-03-07 15:00:00,3.0,"Terrible stuttering in the UI, feels slow and unoptimized. The shutter lag makes it impossible to capture moving kids or pets."
rev_PROD-BETA-200_048,PROD-BETA-200,2025-03-07 21:00:00,3.0,"Screen scratches way too easily and refresh rate drops to 60Hz randomly. Night mode is magical, crisp photos even in dim lighting. Charging is blazing fast with 65W, 0 to 80% in 25 minutes."
rev_PROD-BETA-200_049,PROD-BETA-200,2025-03-08 19:00:00,3.0,The 120Hz AMOLED display is silky smooth and vibrant. Video recording stutters and the autofocus hunts constantly. The phone overheats during basic navigation and gaming drops fps.
rev_PROD-BETA-200_050,PROD-BETA-200,2025-03-09 19:00:00,3.0,"Terrible stuttering in the UI, feels slow and unoptimized. The 120Hz AMOLED display is silky smooth and vibrant."
rev_PROD-BETA-200_051,PROD-BETA-200,2025-03-11 08:00:00,1.0,"Portrait lens creates a gorgeous creamy bokeh effect. Washed out colors and poor viewing angles. Excellent battery backup, 8 hours of screen-on-time easily."
rev_PROD-BETA-200_052,PROD-BETA-200,2025-03-13 06:00:00,4.0,"The battery life is stellar, easily lasting two full days on a single charge. Bezels are razor-thin with beautiful HDR contrast."
rev_PROD-BETA-200_053,PROD-BETA-200,2025-03-13 17:00:00,1.0,"Washed out colors and poor viewing angles. Snappy multitasking, apps stay open in RAM with no stutters. The charger gets alarmingly warm and the phone dies by afternoon."
rev_PROD-BETA-200_054,PROD-BETA-200,2025-03-14 15:00:00,3.0,"Display has an annoying green tint at low brightness levels. Massively overpriced for what it offers. Excellent battery backup, 8 hours of screen-on-time easily."
rev_PROD-BETA-200_055,PROD-BETA-200,2025-03-15 22:00:00,3.0,"Battery drain is horrific, it loses 20% in an hour on standby. Terrible stuttering in the UI, feels slow and unoptimized. Affordable budget device with flagship-grade features."
rev_PROD-BETA-200_056,PROD-BETA-200,2025-03-17 04:00:00,3.0,Severe battery draining issue after the latest firmware patch. Video recording stutters and the autofocus hunts constantly. Noticeable lag when switching apps and intense thermal throttling.
rev_PROD-BETA-200_057,PROD-BETA-200,2025-03-18 15:00:00,3.0,Noticeable lag when switching apps and intense thermal throttling. The charger gets alarmingly warm and the phone dies by afternoon. Massively overpriced for what it offers.
rev_PROD-BETA-200_058,PROD-BETA-200,2025-03-19 05:00:00,4.0,"Fluid UI animations, the chipset stays completely cool. Outdoor brightness is incredible, easily readable in direct sunlight. Worth every single penny spent on this purchase."
rev_PROD-BETA-200_059,PROD-BETA-200,2025-03-20 13:00:00,1.0,"Snappy multitasking, apps stay open in RAM with no stutters. Cheap plastic feel does not justify this premium cost."
rev_PROD-BETA-200_060,PROD-BETA-200,2025-03-21 23:00:00,2.0,"Night mode is magical, crisp photos even in dim lighting. Washed out colors and poor viewing angles. The charger gets alarmingly warm and the phone dies by afternoon."
rev_PROD-GAMMA-300_001,PROD-GAMMA-300,2025-01-15 18:00:00,5.0,"Fluid UI animations, the chipset stays completely cool. The battery life is stellar, easily lasting two full days on a single charge."
rev_PROD-GAMMA-300_002,PROD-GAMMA-300,2025-01-16 03:00:00,5.0,Portrait lens creates a gorgeous creamy bokeh effect. Unbelievable value for money at this price point. The 120Hz AMOLED display is silky smooth and vibrant.
rev_PROD-GAMMA-300_003,PROD-GAMMA-300,2025-01-17 06:00:00,5.0,Unbelievable value for money at this price point. Severe battery draining issue after the latest firmware patch.
rev_PROD-GAMMA-300_004,PROD-GAMMA-300,2025-01-18 04:00:00,5.0,"Charging is blazing fast with 65W, 0 to 80% in 25 minutes. Unbelievable value for money at this price point."
rev_PROD-GAMMA-300_005,PROD-GAMMA-300,2025-01-19 23:00:00,5.0,"Excellent battery backup, 8 hours of screen-on-time easily. The camera captures crisp details and punchy natural colors. Snappy multitasking, apps stay open in RAM with no stutters."
rev_PROD-GAMMA-300_006,PROD-GAMMA-300,2025-01-21 09:00:00,5.0,"Worth every single penny spent on this purchase. Excellent battery backup, 8 hours of screen-on-time easily. Night mode is magical, crisp photos even in dim lighting."
rev_PROD-GAMMA-300_007,PROD-GAMMA-300,2025-01-23 08:00:00,5.0,"Charging is blazing fast with 65W, 0 to 80% in 25 minutes. Snappy multitasking, apps stay open in RAM with no stutters."
rev_PROD-GAMMA-300_008,PROD-GAMMA-300,2025-01-24 18:00:00,5.0,"The battery life is stellar, easily lasting two full days on a single charge. Bezels are razor-thin with beautiful HDR contrast."
rev_PROD-GAMMA-300_009,PROD-GAMMA-300,2025-01-26 16:00:00,5.0,"Snappy multitasking, apps stay open in RAM with no stutters. Bezels are razor-thin with beautiful HDR contrast. Portrait lens creates a gorgeous creamy bokeh effect."
rev_PROD-GAMMA-300_010,PROD-GAMMA-300,2025-01-28 15:00:00,5.0,The phone overheats during basic navigation and gaming drops fps. Affordable budget device with flagship-grade features.
rev_PROD-GAMMA-300_011,PROD-GAMMA-300,2025-01-29 22:00:00,5.0,"Charging is blazing fast with 65W, 0 to 80% in 25 minutes. The 120Hz AMOLED display is silky smooth and vibrant. Night mode is magical, crisp photos even in dim lighting."
rev_PROD-GAMMA-300_012,PROD-GAMMA-300,2025-01-30 08:00:00,5.0,"Excellent battery backup, 8 hours of screen-on-time easily. Unbelievable value for money at this price point."
rev_PROD-GAMMA-300_013,PROD-GAMMA-300,2025-02-01 01:00:00,5.0,Affordable budget device with flagship-grade features. Bezels are razor-thin with beautiful HDR contrast.
rev_PROD-GAMMA-300_014,PROD-GAMMA-300,2025-02-02 10:00:00,5.0,Bezels are razor-thin with beautiful HDR contrast. Unbelievable value for money at this price point.
rev_PROD-GAMMA-300_015,PROD-GAMMA-300,2025-02-04 10:00:00,5.0,"Night mode is magical, crisp photos even in dim lighting. Charging is blazing fast with 65W, 0 to 80% in 25 minutes. Affordable budget device with flagship-grade features."
rev_PROD-GAMMA-300_016,PROD-GAMMA-300,2025-02-06 03:00:00,5.0,"Affordable budget device with flagship-grade features. Outdoor brightness is incredible, easily readable in direct sunlight."
rev_PROD-GAMMA-300_017,PROD-GAMMA-300,2025-02-07 06:00:00,5.0,"Charging is blazing fast with 65W, 0 to 80% in 25 minutes. Portrait lens creates a gorgeous creamy bokeh effect. Unbelievable value for money at this price point."
rev_PROD-GAMMA-300_018,PROD-GAMMA-300,2025-02-07 17:00:00,5.0,Performance is blazing fast with zero lag during heavy gaming. Worth every single penny spent on this purchase.
rev_PROD-GAMMA-300_019,PROD-GAMMA-300,2025-02-08 19:00:00,5.0,"Excellent battery backup, 8 hours of screen-on-time easily. The camera captures crisp details and punchy natural colors."
rev_PROD-GAMMA-300_020,PROD-GAMMA-300,2025-02-09 18:00:00,5.0,"Snappy multitasking, apps stay open in RAM with no stutters. Worth every single penny spent on this purchase. Outdoor brightness is incredible, easily readable in direct sunlight."
rev_PROD-GAMMA-300_021,PROD-GAMMA-300,2025-02-10 07:00:00,2.0,"Unbelievable value for money at this price point. Terrible stuttering in the UI, feels slow and unoptimized. Display has an annoying green tint at low brightness levels."
rev_PROD-GAMMA-300_022,PROD-GAMMA-300,2025-02-11 02:00:00,1.0,Display has an annoying green tint at low brightness levels. Cheap plastic feel does not justify this premium cost.
rev_PROD-GAMMA-300_023,PROD-GAMMA-300,2025-02-11 16:00:00,1.0,Worth every single penny spent on this purchase. The camera captures crisp details and punchy natural colors. Washed out colors and poor viewing angles.
